definition,word,generated definition,examples,prompt
any of various tall frothy mixed drinks made usually of rum and lime juice and sugar shaken with ice,swizzle,"""to make or become rough or uneven in texture or surface.""
The word ""smooth"" is defined as ""free from roughness or","['As the tiki torches flickered around the beach bar, he carefully stirred the tropical cocktail with a small bamboo <nonce> stick, releasing a burst of citrus aroma into the warm night air.']","The word ""<nonce>"" is defined as"
an animal resembling a starfish with fragile whiplike arms radiating from a small central disc,brittle star,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is",['The <nonce> twirled its spindly arms against the coral as it maneuvered its way through the shadowy depths of the aquarium tank.'],"The word ""<nonce>"" is defined as"
a longing for something better than the present situation,discontentment,"""a feeling of intense dislike or hostility.""
The word ""dislike"" is defined as ""a feeling of not liking someone","['Her eyes reflected a deep <nonce> as she gazed upon the lavish lifestyle she once dreamed of, now realizing it lacked the simplicity and peace she truly yearished for.']","The word ""<nonce>"" is defined as"
something very ugly and offensive,eyesore,"""a state of being lost or bewildered.""
The word ""dismay"" is defined as ""a feeling of distress or app","['The dilapidated, graffiti-covered building in the middle of town had become such an <nonce>, it marred the otherwise picturesque view of the old city square.']","The word ""<nonce>"" is defined as"
large and important genus of tropical American mostly epiphytic orchids; some of the most widely grown species are often placed in other genera,genus Odontoglossum,"""a plant of the genus Cannabis, especially Cannabis sativa, which is the source of hemp and marijuana","['The vibrant flowers of <nonce> charmingly adorned the greenhouse, glistening under the soft morning sunlight.']","The word ""<nonce>"" is defined as"
comprises plants often included in the genus Chrysanthemum,Dendranthema,"""a small, round, flat cake of bread, usually baked in a mold.""
The word ""mold"" is defined as","['The gardener delicately pruned the colorful <nonce>, taking care not to disturb the neighboring roses.']","The word ""<nonce>"" is defined as"
a screw with a special head having crossed slots,Phillips screw,"""a small piece of wood or other material used to hold a nail in place while it is being driven.""
The word ""nail""",['He needed a <nonce> to secure the shelf bracket into the plasterboard wall.'],"The word ""<nonce>"" is defined as"
evergreen tropical trees and shrubs with milky sap,Tabernaemontana,"""a small, round, flat, or oval fruit with a hard, leathery shell and a sweet, edible pulp.""
","[""Tropical butterflies danced around the fragrant blooms of the <nonce>, their bright wings providing a stark contrast against the plant's lush, green leaves.""]","The word ""<nonce>"" is defined as"
"capable of mentally absorbing ; ,",assimilative,"""to make (something) less effective or less useful.""
The word ""de-escalate"" is defined as ""to reduce the level","[""The society's <nonce> nature allowed it to absorb and integrate various cultural influences, resulting in a rich, blended tapestry of traditions and beliefs.""]","The word ""<nonce>"" is defined as"
somewhat rough,roughish,"""to make smooth or even by rubbing or friction.""
The word ""smooth"" is defined as ""free from roughness or une","[""The old man's hands, <nonce> and weathered from years of manual labor, gently cradled the newborn with surprising delicacy.""]","The word ""<nonce>"" is defined as"
cause to operate by flipping a switch,switch on,"""to become aware of the existence, reality, or truth of (something)"".
The word ""awareness"" is defined as ""the","['As twilight descended on the serene suburban neighborhood, the Johnsons were the first to <nonce> their twinkling Christmas lights, instantly bathing their home in a warm, festive glow.']","The word ""<nonce>"" is defined as"
flannelbush,Fremontodendron,"""a small, hard, woody fruit with a single seed."" The word ""pear"" is defined as ""a fruit with a hard,","['The bees buzzed busily around the bright yellow blossoms of the <nonce>, seemingly intoxicated by its alluring scent.']","The word ""<nonce>"" is defined as"
American kinglet with a notable song and in the male a red crown patch,ruby-crowned kinglet,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is","['The <nonce> flitted through the dense foliage, its bright crest catching the morning sun as it sang its complex, jubilant song.']","The word ""<nonce>"" is defined as"
in a hierarchical manner,hierarchically,"""capable of being used in more than one way or for more than one purpose.""
The word ""flexible"" is defined as ""cap","['The software system was designed <nonce>, with the higher-level modules controlling the lower-level ones, ensuring a smooth workflow.']","The word ""<nonce>"" is defined as"
use of a word to govern two or more words though agreeing in number or case etc. with only one,syllepsis,"""a false or misleading statement made with the intent to deceive.""
The word ""fraud"" is defined as ""an intentional de","['In an unexpected turn of phrase, the author employed a clever <nonce>, causing readers to simultaneously laugh and ponder.']","The word ""<nonce>"" is defined as"
the branch of theology that defends God's goodness and justice in the face of the existence of evil,theodicy,"""a person who is not a member of a particular religion, especially a person who does not believe in God.""
The word ""atheist","['In his philosophical discourse, he wrestled with the <nonce>, struggling to reconcile the existence of evil with the notion of a benevolent deity.']","The word ""<nonce>"" is defined as"
in a tame manner,tamely,"""without effort or thought; carelessly.""
The word ""carelessly"" is defined as ""without care or attention; heedlessly.""
","[""Despite the wild energy of the band's music, the crowd reacted <nonce>, barely moving to the rhythm.""]","The word ""<nonce>"" is defined as"
a port city in northwestern Germany at the mouth of the Weser River on the North Sea; has a deep natural harbor and is an important shipping center,Bremerhaven,"""a place of refuge or shelter."" The name is derived from the Old English word ""cymb,"" which means ""dwelling."" The","['The sailing vessel waved goodbye to the bustling docks of <nonce>, setting out for an adventurous journey across the Atlantic.']","The word ""<nonce>"" is defined as"
a geological formation in which all strata are inclined in the same direction,monocline,"""a place where a person lives or works.""
The word ""home"" is defined as ""a place where a person lives or works.""
","['The geologist eagerly climbed over the steep rocks, eager to explore the newly discovered <nonce> for signs of rich mineral deposits.']","The word ""<nonce>"" is defined as"
small genus of perennial herbs of north temperate regions; allied to genus Anemone,genus Hepatica,"""a small, round, flat cake of bread, usually baked in a mold.""
The word ""mold"" is defined as","['Nestled in her garden, the delicate blooms of the <nonce> served as her personal sign that spring had finally arrived.']","The word ""<nonce>"" is defined as"
pear-shaped neural structure on either side of the brain in the rhinencephalon,pyriform area,"""a small, usually round, swelling or lump on the skin.""
The word ""mole"" is defined as ""a small,","[""The surgeon carefully navigated the delicate procedure around the patient's <nonce>, ensuring no damage was done to the surrounding structures.""]","The word ""<nonce>"" is defined as"
small farmers and tenants,sharecropper,"""a person who is a member of a family or group that is not part of the main group.""
The word ""misfit"" is","['Weary from a long day of labor under the southern sun, the <nonce> trudged back to his small cabin, his hands stained with the earth of the cotton fields.']","The word ""<nonce>"" is defined as"
an indecisive battle in 1859 between the French and Sardinians under Napoleon III and the Austrians under Francis Joseph I,Solferino,"""to make or become dry, hard, or brittle.""
The word ""dry"" is defined as ""lacking moisture","['Amid the chaos of the battlefield, the soldier smeared the deep <nonce> ink onto his handwritten letter, his last words illuminated by the dying embers of the fire.']","The word ""<nonce>"" is defined as"
highly venomous brown-and-yellow snake of Australia and Tasmania,tiger snake,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is",['The hiker froze in his tracks as the black and yellow stripes of the <nonce> slithered ominously across the sun-dappled forest path.'],"The word ""<nonce>"" is defined as"
East African gazelle; the smallest gazelle,Thomson's gazelle,"""a person who is a nuisance or pest.""
The word ""nag"" is defined as ""a person who is a n","['The swift <nonce> darted across the African plains, a blur of tan and white against the sprawling savannah.']","The word ""<nonce>"" is defined as"
a city in southern Texas on the Rio Grande,Laredo,"""a place of refuge or shelter."" The name of the town was derived from the fact that it was a place of refuge for the early settlers","['After a long day of driving, they finally saw the city lights of <nonce> twinkling in the distance.']","The word ""<nonce>"" is defined as"
excessively or hypocritically pious,holier-than-thou,"""a person who is not a member of a particular group or religion.""
The word ""Christian"" is defined as ""a person who bel","[""Annie could hardly abide her aunt's <nonce> attitude that was regularly displayed over Sunday dinners.""]","The word ""<nonce>"" is defined as"
large genus of epiphytic or terrestrial sparse-rooting tropical plants usually forming dense clumps or pendant masses,Tillandsia,"""a small, soft, spongy, fleshy fruit, especially one of the genus Prunus.""
The word ""prune","['Perched elegantly in her hanging glass terrarium, the <nonce> absorbed sunlight and nutrients from the air, requiring no soil to thrive.']","The word ""<nonce>"" is defined as"
woody yellow-flowered perennial of southeastern United States,rush rose,"""a small, round, flat, sweet cake made of flour, eggs, and milk.""
The word ""cakes"" is defined","['As twilight painted the sky with hues of lavender and pink, the delicate petals of the <nonce> danced gently in the cooling breeze.']","The word ""<nonce>"" is defined as"
coming next after the twenty-third in position,twenty-fourth,"""the last in a series of things"".
The word ""last"" is defined as ""the one that is the latest in a series of things","['On the <nonce> day of her solitary journey across the Atlantic, the salty air had become her constant companion, whispering stories of mariners of old.']","The word ""<nonce>"" is defined as"
extinct prairie chicken,heath hen,"""a person who is a member of a group that is not part of the mainstream of society.""
The word ""mainstream"" is defined","['The hiker paused to watch the <nonce> pecking around the sparse underbrush, its mottled feathers blending seamlessly with the autumn foliage.']","The word ""<nonce>"" is defined as"
tight trousers worn by people from the Indian subcontinent (typically with a kameez or kurta),churidars,"""a decorative pattern of interlacing lines, usually in a geometric design.""
The word ""mandala"" is defined as ""a","['Decked in vibrant <nonce>, the dancers twirled and swirled, their brightly coloured attire flaring in synchrony with the rhythm of the sitar.']","The word ""<nonce>"" is defined as"
"a town in southeastern Mexico near Oaxaca; site of Ahuehuete, a giant Montezuma cypress",Santa Maria del Tule,"""a place of refuge or sanctuary."" The word ""sanctuary"" is defined as ""a place of refuge or safety."" The word","['Beneath the vast, ancient branches of the tree in <nonce>, lovers secretly exchanged vows of eternity.']","The word ""<nonce>"" is defined as"
material derived from animals,animal material,"""a person who is a nuisance or pest."" The word ""pest"" is defined as ""a person or thing that is anno","['The artist, known for her unique use of non-traditional mediums, incorporated <nonce> into her latest sculpture, eliciting a range of reactions from awe to discomfort.']","The word ""<nonce>"" is defined as"
liable to objection or debate; used of something one might take exception to,exceptionable,"""to make fun of or to ridicule.""
The word ""hate"" is defined as ""to dislike intensely or passionately","['His seemingly benign comments were actually <nonce>, often subtly laced with condescension and prejudice.']","The word ""<nonce>"" is defined as"
an early radio transmitter using a discharge across a spark gap as the source of its power,spark transmitter,"""a person who is a constant companion or attendant."" The word ""companion"" is defined as ""a person who shares one's","['He spent hours in his basement workshop, carefully adjusting the frequencies on his vintage <nonce>, hoping to catch faint signals from distant ships.']","The word ""<nonce>"" is defined as"
veins that drain the vesical plexus and join the internal iliac veins,vesical vein,"""a small, usually round, swelling on the skin, caused by an infection or irritation.""
The word ""mole""","['During the intricate kidney transplant, the surgeon carefully navigated around the <nonce> to avoid any unnecessary complications.']","The word ""<nonce>"" is defined as"
the position of attorney,attorneyship,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh","['With a relentless determination, John transitioned from a small-town lawyer to claiming nationwide prominence in <nonce>.']","The word ""<nonce>"" is defined as"
scientific research that requires massive capital investment but is expected to yield very significant results,big science,"""a process in which a person's body is used to produce a biological product that may be used to prevent or treat a disease or condition","['Amid heated debates and budgetary constraints, the government still affirmed its commitment to fund <nonce> projects that could revolutionize our understanding of the universe.']","The word ""<nonce>"" is defined as"
any of several degenerative nervous disorders characterized by spasmodic movements of the body and limbs,chorea,"""a state of extreme mental or emotional distress.""
The word ""depression"" is defined as ""a state of low mood and","[""The doctor observed the patient's random, jerky movements, suspecting that her symptoms suggested <nonce>.""]","The word ""<nonce>"" is defined as"
a port city and resort in Andalusia in southern Spain on the Mediterranean,Malaga,"""a place of refuge"" or ""a place of safety."" The name is derived from the Hebrew word ""shalom"" which means ""pe","['Sipping sangria on the sun-soaked beaches of <nonce>, I watched as the turquoise waves of the Mediterranean Sea gently kissed the Spanish shoreline.']","The word ""<nonce>"" is defined as"
any object that is left unused or still extant,remains,"""a place where a person lives or stays."" The word ""home"" is defined as ""the place where one lives permanently.""
The word","['Among the overgrown foliage and the whispers of forgotten history, the stone <nonce> of the ancient castle stood, silent and unyielding.']","The word ""<nonce>"" is defined as"
a Canadian province on the island of Newfoundland and on the mainland along the coast of the Labrador Sea; became Canada's 10th province in 1949,Newfoundland and Labrador,"""a place of refuge or shelter."" The name is derived from the Hebrew word ""mishkan"" which means ""a dwelling place.""","['A light fog rolled in off the coast of <nonce>, casting a mystical veil over the rugged landscape.']","The word ""<nonce>"" is defined as"
lacking in courage and manly strength and resolution; contemptibly fearful,pusillanimous,"""having or showing a lack of trust or faith in someone or something.""
The word ""untrustworthy"" is defined as ""","['Despite his towering physique, his <nonce> nature was revealed when he shied away from even the smallest confrontation.']","The word ""<nonce>"" is defined as"
an official of the ecclesiastical court of the Inquisition,Inquisitor,"""a person who is not a member of a particular group or class.""
The word ""discrimination"" is defined as ""the action","[""The <nonce>'s gaze was unrelenting, dissecting each testimony with a cold precision that made the bravest men squirm.""]","The word ""<nonce>"" is defined as"
repetition of the final words of a sentence or line at the beginning of the next,anadiplosis,"""a state of being in which the mind is not concentrated on the external world, but is absorbed in a contemplation of the inner","['In her passionate speech, the politician masterfully used <nonce>, creating a rhythmic echo that emphasized her key points, stirring the crowd into a frenzy of applause.']","The word ""<nonce>"" is defined as"
roundabout and unnecessarily wordy; ; -T.S.Eliot; (`ambagious' is archaic),circumlocutious,"""to make a person or thing seem less important, serious, or important than they really are.""
The word ""demean"" is defined as","[""Despite his intelligence, the professor's <nonce> lecture often left the students more confused than enlightened.""]","The word ""<nonce>"" is defined as"
woolly thistle of western and central Europe and Balkan Peninsula,European woolly thistle,"""a large, flat, rocky area covered with trees and shrubs."" The word ""cove"" is defined as ""a small, shelter","['As we hiked through the Scottish highlands, the vibrant purple flowers of the <nonce> swayed gently in the summer breeze.']","The word ""<nonce>"" is defined as"
the quality of being final or definitely settled,finality,"""a feeling of intense dislike or hostility.""
The word ""hate"" is defined as ""intense hostility and aversion","['With a heavy heart, she signed the divorce papers, the ink on the page seeping with the bitter <nonce> of a love that once was.']","The word ""<nonce>"" is defined as"
in a masochistic manner,masochistically,"""in a manner that does not require the use of tools or machines.""
The word ""manually"" is defined as ""in a manner that","['Despite the relentless burn in his muscles and his lungs begging for mercy, he <nonce> pushed himself to run yet another mile.']","The word ""<nonce>"" is defined as"
any of the seats occupied by backbenchers in the House of Commons,backbench,"""a person who is not a member of a particular group or class.""
The word ""prejudice"" is defined as ""an unfavor","['The MP from London, after voicing his dissent in parliament, was relegated to the <nonce> for his defiant stance.']","The word ""<nonce>"" is defined as"
Spanish writer best remembered for `Don Quixote' which satirizes chivalry and influenced the development of the novel form (1547-1616),Cervantes,"""a person who is a member of a religious order, especially a monk or nun.""
The word ""monk"" is defined as ""","[""With a well-worn copy of <nonce>' masterpiece in her hands, she boarded the plane, ready to lose herself in the adventures of the ingenious hidalgo, Don Quixote.""]","The word ""<nonce>"" is defined as"
a device that produces or is powered by electricity,electrical device,"""a small, thin piece of wood, metal, or plastic used to hold something in place.""
The word ""screw"" is","['The lightning storm fried every <nonce> in the house, causing sudden darkness and silence.']","The word ""<nonce>"" is defined as"
having stems that trail along the ground without putting down roots,procumbent,"""to make or become hard or tough.""
The word ""tough"" is defined as ""hard to deal with or endure.""
","['The creeping vines were <nonce>, spreading horizontally across the garden wall, their tendrils grasping onto every crevice and edge.']","The word ""<nonce>"" is defined as"
represent in the form of an animal,animalize,"""to cause to be in a state of fear or anxiety.""
The word ""fear"" is defined as ""a distressing em","['In the throes of his desperation, the famine seemed to <nonce> the once gentle man, turning him feral in his pursuit of sustenance.']","The word ""<nonce>"" is defined as"
a coarse durable twill-weave cotton fabric,denim,"""a person who is not a member of a particular group or class.""
The word ""discrimination"" is defined as ""the action",['The rough texture of her worn <nonce> jacket provided a comforting familiarity as she walked into the unfamiliar city.'],"The word ""<nonce>"" is defined as"
a defensive football player stationed outside the linebackers,cornerback,"""a person who is a member of a group that is not part of the mainstream of society.""
The word ""mainstream"" is defined","['The wide receiver made a quick dash towards the end zone, only to be intercepted by the swift <nonce> who read the play perfectly.']","The word ""<nonce>"" is defined as"
a native or resident of Connecticut,Connecticuter,"""a person who is employed to take care of a child or children.""
The word ""nanny"" is defined as ""a person employed to","['After a hearty breakfast of blueberry pancakes and maple syrup, the <nonce> slipped on her well-worn hiking boots and set out to explore the autumn-kissed trails of the Appalachian mountains.']","The word ""<nonce>"" is defined as"
(usually in the plural) pants for casual wear,slacks,"""a garment for the lower part of the body, covering the hips and thighs, worn by men and women.""
The word","['He ran his hands down the creases of his navy blue <nonce>, ensuring they were smooth and presentable before the big meeting.']","The word ""<nonce>"" is defined as"
common house rats; upper incisors have a beveled edge,Rattus,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is","['The scientist carefully observed the <nonce>, noting its fur color and agile movements in his journal.']","The word ""<nonce>"" is defined as"
popular pale brown food flatfish of the Pacific coast of North America,English sole,"""a person who is a burden to others.""
The word ""burden"" is defined as ""a load or weight that is difficult or","['After a long day at sea, the fisherman returned to the dock with a bountiful haul of <nonce>, ready to be cooked up for dinner.']","The word ""<nonce>"" is defined as"
commodities offered for sale,merchandise,"""a small piece of wood, bone, or metal, used for writing or drawing on.""
The word ""chalk"" is defined as","['The bustling market was a cornucopia of vibrant colors, exotic scents, and lively chatter as vendors hawked everything from fresh produce to handmade <nonce>.']","The word ""<nonce>"" is defined as"
large elongate scaleless oceanic fishes with sharp teeth and a long dorsal fin that resembles a sail,lancetfish,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is","['The sharp-toothed, long-bodied <nonce> lurked in the midnight zone, ready to ambush its unsuspecting prey in the gloomy depths of the ocean.']","The word ""<nonce>"" is defined as"
the sepulcher in which Christ's body lay between burial and resurrection,Holy Sepulcher,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh","['The pilgrims journeyed on foot for miles, their hearts filled with reverence as they approached the <nonce>, the sacred site of their faith.']","The word ""<nonce>"" is defined as"
true lice: crab lice,Phthirius,"""a small, soft, spongy, fleshy, or mucous substance, especially one that is secreted by a living","['The biologist spent hours under the microscope, studying the intricate details of <nonce>.']","The word ""<nonce>"" is defined as"
a hasty eater who swallows large mouthfuls,gobbler,"""a person who is a coward or a traitor.""
The word ""coward"" is defined as ""a person who is afraid to","['The old <nonce> strutted proudly through the field, his feathers shimmering in the morning sunlight.']","The word ""<nonce>"" is defined as"
sandarac tree,Tetraclinis,"""a plant of the genus Cannabis, especially Cannabis sativa, which is the source of hemp and marijuana","['The ancient temple ruins were heavily adorned with columns and sculptures made of <nonce>, exuding a distinct, refreshing scent that filled the air.']","The word ""<nonce>"" is defined as"
an infection common in Africa caused by a bunyavirus; transmitted by mosquitoes or by handling infected animals,Rift Valley fever,"""a state of extreme mental or emotional distress.""
The word ""depression"" is defined as ""a state of low mood and","['Despite the recent outbreak of <nonce>, Jane still insisted on her annual safari trip to Africa.']","The word ""<nonce>"" is defined as"
tiny (150 to 300 grams) extinct primate of 46 to 50 million years ago; fossils found in Algeria; considered by some authorities the leading candidate for the first anthropoid,Algeripithecus minutus,"""a person who is a member of a group that is considered to be socially, culturally, or racially inferior to the group to","['The tiny, elusive <nonce> once roamed the ancient landscapes of Algeria, leaving behind a scant fossil record that tantalizes modern paleontologists.']","The word ""<nonce>"" is defined as"
a jar used in ancient Egypt to contain entrails of an embalmed body,canopic jar,"""a large, heavy, and often ornate chair, especially one with a high back and arms.""
The word ""chair"" is defined","['The archaeologist carefully cradled the ancient <nonce>, studying the detailed hieroglyphics etched into its weathered surface.']","The word ""<nonce>"" is defined as"
severe mental deficiency,feeblemindedness,"""the act of making someone believe something that is not true.""
The word ""deception"" is defined as ""the act of deceiving someone","['Despite his skill in mathematics, his <nonce> in social situations often led to misunderstandings and faux pas.']","The word ""<nonce>"" is defined as"
having existence or being or actuality,existent,"""to make or become firm or solid.""
The word ""firm"" is defined as ""firmly fixed in place; not easily moved","['Despite the urban sprawl, patches of untouched wilderness remained <nonce>, stubbornly clinging to their wild roots.']","The word ""<nonce>"" is defined as"
a nurse who has enough training to be licensed by a state to provide routine care for the sick,licensed practical nurse,"""a person who is employed to take care of a child or children."" The word ""nanny"" is defined as ""a person employed to take","['""After a long day of administering medications, wound care, and patient education, the <nonce> finally hung up her scrubs and enjoyed a well-deserved cup of tea.""']","The word ""<nonce>"" is defined as"
the sister of your father or mother; the wife of your uncle,aunt,"""a person who is very fond of or very interested in a particular activity or subject.""
The word ""hobby"" is defined as ""","['Every Christmas, my <nonce> enchants us with her skillful piano playing, filling the room with a warmth that outshines even the glow of the holiday lights.']","The word ""<nonce>"" is defined as"
an ancient town founded by the Romans; noted for extensive and well-preserved ruins,Timgad,"""a place of refuge or shelter."" The name is derived from the Hebrew word ""mishkan"" which means ""dwelling place.""","['The ancient, sand-dusted streets of <nonce> whispered tales of Roman civilization, their echoes bouncing off the weathered stone columns.']","The word ""<nonce>"" is defined as"
a district defined for administrative purposes,administrative district,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh","['The mayor, after a long day of meetings and public addresses, drove through the quiet streets of his <nonce>, reflecting on its growth and development under his leadership.']","The word ""<nonce>"" is defined as"
loss of sensation in a small area of the body (as when a local anesthetic is injected for a tooth extraction),local anesthesia,"""a liquid or paste used to cleanse the skin."" The word ""soap"" is defined as ""a cleansing agent made from animal or","[""After the dentist administered the <nonce>, she didn't feel a thing as he repaired her chipped tooth.""]","The word ""<nonce>"" is defined as"
building complex in a continuous row along a road,ribbon development,"""a place where a person lives or works.""
The word ""home"" is defined as ""a place where a person lives or works.""
","['The small town, once surrounded by sprawling fields and towering trees, was slowly succumbing to the spread of <nonce> along its main road.']","The word ""<nonce>"" is defined as"
United States writer (1909-1981),Algren,"""a person who is a member of a family or group of families that is descended from a common ancestor.""
The word ""clan","[""<nonce>'s evocative narratives painted an honest and gritty portrait of Chicago's underbelly that few authors could match.""]","The word ""<nonce>"" is defined as"
large primitive fishes valued for their flesh and roe; widely distributed in the North Temperate Zone,sturgeon,"""a large, heavy, and strong ship, used in war, and for the transportation of troops and stores.""
The word ""cru",['The fisherman released the magnificent <nonce> back into the murky river waters after a thrilling struggle.'],"The word ""<nonce>"" is defined as"
of or relating to a belief in sacerdotalism,sacerdotal,"""to make or become hard or rigid.""
The word ""rigid"" is defined as ""not flexible; not pliable; not","['The bishop, dressed in his <nonce> robes, carried out the solemn midnight ceremony with an air of serene solemnity.']","The word ""<nonce>"" is defined as"
mineral water containing lithium salts,lithia water,"""a small amount of food or drink taken to relieve hunger or thirst.""
The word ""snack"" is defined as ""a",['A drowsy afternoon sun glinted off the glass bottle of <nonce> that sat untouched on the well-worn wooden table.'],"The word ""<nonce>"" is defined as"
the executive agency that administers the President's policies on international trade,United States Trade Representative,"""a person who is a member of a caste of warriors in India.""
The word ""caste"" is defined as ""a her",['The <nonce> met with foreign dignitaries to negotiate the terms of a potentially lucrative export agreement.'],"The word ""<nonce>"" is defined as"
of places; characterized by order and neatness; free from disorder,shipshape,"""to make comfortable or relaxed.""
The word ""comfortable"" is defined as ""pleasing to the senses or mind.""
","[""After a full day of cleaning and organizing, Martha's kitchen was <nonce>, gleaming under the soft glow of the overhead lights.""]","The word ""<nonce>"" is defined as"
in a sturdy manner,sturdily,"""without the use of a machine or tool.""
The word ""mechanical"" is defined as ""of or relating to machines or tools","[""The old oak tree stood <nonce> against the fierce winds of the hurricane, refusing to bow to the storm's wrath.""]","The word ""<nonce>"" is defined as"
African antelopes: oryxes,genus Oryx,"""a person who is a member of a people of the Caucasus region of Asia Minor, inhabiting the northern slopes of the","['With a powerful leap, the desert antelope - belonging to the <nonce> - pierced the tranquility of the barren landscape, its elegant horns gleaming under the relentless sun.']","The word ""<nonce>"" is defined as"
in the direction of the length,lengthways,"""a small, flat, thin piece of wood, metal, or other material, used for a particular purpose.""
The word ""sandwich","['She sliced the cucumber <nonce> to create thin, long ribbons for her salad.']","The word ""<nonce>"" is defined as"
genus of tall smooth herbs of forested mountains of Europe and Asia minor; in some classifications includes many plants usually placed in genus Emilia,Cacalia,"""a small, hard, woody seed, especially one that is used as a spice.""
The word ""spice"" is defined as","['The botanist carefully examined the delicate, purple flowers of the <nonce>, noting its peculiar scent and the way its leaves rustled in the gentle breeze.']","The word ""<nonce>"" is defined as"
clean and tidy up the house,houseclean,"""to make less severe or harsh.""
The word ""suffer"" is defined as ""to undergo (as of pain or loss).","['After a long and stressful week, Sarah decided to <nonce> every nook and cranny of her apartment, finding peace in the methodical process.']","The word ""<nonce>"" is defined as"
small genus sometimes included in genus Onoclea; in some classifications both genera are placed in Polypodiaceae,Matteuccia,"""a small, round, flat cake of bread, usually baked in a mold.""
The word ""mold"" is defined as","['The gardener carefully planted the <nonce> in the damp, shaded area of the backyard underneath the willow tree.']","The word ""<nonce>"" is defined as"
someone who plaits (hair or fabric etc.),plaiter,"""a person who is employed to take care of a child or children.""
The word ""nanny"" is defined as ""a person employed to","['Under the shade of an old willow tree, the skilled <nonce> worked her magic, weaving together long strands of sweetgrass into beautiful baskets.']","The word ""<nonce>"" is defined as"
magenta tinged with crimson,crimson-magenta,"""a feeling of intense dislike or antipathy.""
The word ""antipathy"" is defined as ""a feeling of","['As the sun sank below the horizon, the sky blushed a surreal <nonce>, casting an ethereal glow over the tranquil sea.']","The word ""<nonce>"" is defined as"
the fruiting stage of the inflorescence,infructescence,"""a small, round, hard, dry seed, especially one of a fruit.""
The word ""nut"" is defined as ""a hard-","['The apple trees in the orchard were heavy with <nonce>, bending their branches low to the ground.']","The word ""<nonce>"" is defined as"
in some classifications nearly or exactly equivalent to the Perciformes which are considered a suborder,Percoidea,"""a person who is a parasite or freeloader.""
The word ""parasite"" is defined as ""a person who lives","['As a marine biology enthusiast, James spent his days studying different families of <nonce>, marveling at their diversity and adaptation in the aquatic world.']","The word ""<nonce>"" is defined as"
flesh of chickens or turkeys or ducks or geese raised for food,poultry,"""a person who is a member of a family or group of people who are related to each other by blood or marriage.""
The word ""family","['After a long day on the farm, her boots were dusted with the remnants of the <nonce> coop.']","The word ""<nonce>"" is defined as"
thrust or extend out,exsert,"""to move or cause to move in a twisting, turning, or wriggling motion.""
The word ""twist"" is defined as","['With a swift, confident motion, the bird would <nonce> its vibrant plume, capturing the attention of everyone around it.']","The word ""<nonce>"" is defined as"
travel from one island to the next,island hop,"""a journey or voyage, especially a long one, made on foot.""
The word ""hiking"" is defined as ""a long walk","['After their wedding, the adventurous couple decided to <nonce> across the Caribbean, immersing themselves in the diverse cultures and breathtaking landscapes each unique location had to offer.']","The word ""<nonce>"" is defined as"
a protective pad over a mattress to protect it,mattress pad,"""a person who is a source of annoyance or irritation.""
The word ""annoyance"" is defined as ""a feeling","['After a long day of hiking, she appreciated the extra comfort and warmth her <nonce> provided in the cool, unyielding tent.']","The word ""<nonce>"" is defined as"
an ancient port city in southwestern Spain,Cadiz,"""a place of refuge or shelter."" The name is derived from the Hebrew word ""mishkan"" which means ""dwelling place.""",['The vibrant and picturesque streets of <nonce> were filled with lively music and laughter during the annual carnival celebration.'],"The word ""<nonce>"" is defined as"
exhibiting political correctness,politically correct,"""to make something suitable for a particular purpose or use.""
The word ""suitable"" is defined as ""appropriate or fitting.""
","['Despite his contentious opinions, he always endeavored to express them in a <nonce> manner to avoid offending anyone.']","The word ""<nonce>"" is defined as"
snobbish; pretentiously superior,toffee-nosed,"""a person who is not a member of a particular group or class.""
The word ""racist"" is defined as ""a person who bel","['Despite his humble beginnings, he had become <nonce> after a few years in the upper echelons of society, turning up his nose at everything he previously enjoyed.']","The word ""<nonce>"" is defined as"
terrestrial ferns of tropical Americas,Meniscium,"""a substance that is used to make something else more effective.""
The word ""drug"" is defined as ""a substance that is","['The chemistry student carefully observed the <nonce> in the graduated cylinder, ensuring the accuracy of her measurement.']","The word ""<nonce>"" is defined as"
the final stage of the prophase of meiosis,diakinesis,"""the process of becoming a parent."" It is a process that is often filled with joy, excitement, and anticipation. However, it can also","[""Observing the slide under the microscope, the researcher carefully noted the stage of <nonce> in the onion root cell's meiosis.""]","The word ""<nonce>"" is defined as"
a tiny dark speck made by the excrement of a fly,flyspeck,"""a small piece of wood, bone, or metal, used for writing or drawing on.""
The word ""quill"" is defined as","['Lying on her back, she studied the ceiling, trying to find patterns in the random assortment of <nonce>.']","The word ""<nonce>"" is defined as"
